순위,영화명,개봉일,매출액 ,매출액 점유율,관객수,스크린수,대표국적,국적,배급사
239,틴 스피릿,2019-09-04,62161790 ,0,7538,203,미국,미국,"TCO(주)더콘텐츠온,플레이리스트(주)"
240,던전에서 만남을 추구하면 안 되는 걸까? –오리온의 화살–,2019-04-18,62165800 ,0,7526,74,일본,일본,(주)애니플러스
241,해피엔드,2019-06-20,59013330 ,0,7440,35,프랑스,"프랑스,오스트리아 ,독일",그린나래미디어(주)
242,베스와 베라,2019-01-24,63085210 ,0,7369,167,프랑스,프랑스,(주)팝엔터테인먼트
243,"메리, 퀸 오브 스코틀랜드",2019-02-14,57822900 ,0,7340,12,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
244,블루노트 레코드,2019-08-15,61189110 ,0,7201,23,영국,"영국,미국",(주)마노엔터테인먼트
245,매리,2019-12-11,41010980 ,0,7147,172,미국,미국,(주)영화특별시에스엠씨
246,안티 큐어,2019-04-24,34748700 ,0,6874,4,미국,미국,제인앤유
247,우리가족: 라멘샵,2019-01-31,59780350 ,0,6869,44,싱가포르,싱가포르,(주)팝엔터테인먼트
248,갤버스턴,2019-07-04,53547170 ,0,6536,48,미국,미국,(주)삼백상회
249,인면어: 저주의 시작,2019-08-14,39979680 ,0,6290,37,대만,대만,(주)디스테이션
250,디터 람스,2019-08-22,50942770 ,0,6051,11,미국,미국,하준사
251,미드소마 감독판,2019-10-03,54993660 ,0,6045,37,미국,미국,(주)팝엔터테인먼트
252,돈키호테를 죽인 사나이,2019-05-23,47040590 ,0,6038,42,스페인,"스페인,영국,프랑스,포르투갈",(주)디스테이션
253,블러드 심플,2019-10-17,48499532 ,0,6001,30,미국,미국,"시네마 뉴원,(주)콘텐츠윙"
254,트루 시크릿,2019-10-03,50107300 ,0,5987,26,프랑스,프랑스,M&M 인터내셔널
255,지구 최후의 밤,2019-07-25,48135800 ,0,5967,1,중국,중국,찬란
256,윈체스터,2019-09-19,29600000 ,0,5920,100,호주,"호주,미국",(주)누리픽쳐스
256,다운 어 다크 홀,2019-09-26,29600000 ,0,5920,94,미국,"미국,스페인",(주)누리픽쳐스
256,벨 칸토,2019-09-26,29600000 ,0,5920,100,미국,미국,(주)누리픽쳐스
259,몬스터 랜드,2019-05-16,41733320 ,0,5841,197,프랑스,프랑스,와이드 릴리즈(주)
260,고릴라와 슈퍼레이스,2019-04-03,44390040 ,0,5814,183,노르웨이,노르웨이,와이드 릴리즈(주)
261,러빙 빈센트 : 비하인드 에디션,2018-12-13,44930990 ,0,5595,97,영국,영국,(주)이수C&E
262,스탈린이 죽었다!,2019-04-18,44592420 ,0,5546,26,프랑스,"프랑스,영국",M&M 인터내셔널
263,13년의 공백,2019-07-04,45564820 ,0,5543,47,일본,일본,"(주)영화사 그램,(주)디오시네마"
264,하나레이 베이,2019-06-06,44502100 ,0,5506,31,일본,일본,(주)디오시네마
265,프랑켄슈타인,2019-03-14,71989500 ,0,5461,15,미국,미국,메가박스중앙(주)
266,리틀 포니 프린세스,2019-04-30,27339000 ,0,5435,1,미국,미국,제인앤유
267,어메이징 그레이스,2019-11-28,41636700 ,0,5362,30,미국,미국,(주)영화사 진진
268,하트스톤,2019-04-25,44441250 ,0,5288,37,아이슬란드,"아이슬란드,덴마크",아이 엠
269,브라더 오브 더 이어,2019-03-07,41930080 ,0,5206,58,태국,태국,(주)영화사오원
270,데드풀 2: 순한맛,2019-01-03,44553400 ,0,5191,17,미국,미국,이십세기폭스코리아(주)
271,시빌,2019-11-21,40018280 ,0,5139,54,프랑스,프랑스,(주)영화특별시에스엠씨
272,왓 데이 해드,2019-11-07,40653780 ,0,5106,43,미국,미국,(주)영화사 그램
273,심판,2019-11-14,38980037 ,0,5082,39,독일,독일,"그린나래미디어(주),(주)다날엔터테인먼트"
274,바울,2018-10-31,38129500 ,0,4964,227,미국,미국,(재)CBS
275,원 네이션,2019-03-21,40955324 ,0,4941,47,프랑스,프랑스,플레이리스트(주)
276,엔젤 오브 마인,2019-10-30,35692800 ,0,4877,115,미국,미국,(주)영화사 빅
277,우행록: 어리석은 자의 기록,2019-01-17,41883050 ,0,4845,36,일본,일본,(주)드림팩트엔터테인먼트
278,헬로 몽키,2019-11-14,35402440 ,0,4832,157,중국,중국,(주)박수엔터테인먼트
279,나이트메어 시네마,2019-07-17,42923628 ,0,4817,97,미국,미국,(주)영화사 빅
280,프로디지,2019-04-04,40771020 ,0,4734,123,미국,미국,판씨네마(주)
281,후로티로봇 극장판,2019-08-29,36110740 ,0,4727,177,중국,중국,(주)박수엔터테인먼트
282,에브리타임 룩 앳 유,2019-03-14,38689780 ,0,4719,43,독일,독일,(주)박수엔터테인먼트
283,알랭 뒤카스: 위대한 여정,2019-08-01,37837800 ,0,4652,27,프랑스,프랑스,(주)미로스페이스
284,스트롱거,2019-06-27,34853440 ,0,4603,38,미국,미국,(주)올스타엔터테인먼트
285,호두까기 인형과 4개의 왕국,2018-12-06,33698300 ,0,4505,294,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
286,아녜스가 말하는 바르다,2019-05-30,37001113 ,0,4499,35,프랑스,프랑스,알토미디어(주)
287,챔피언스,2019-02-07,39035980 ,0,4482,51,스페인,스페인,(주)영화사 빅
288,로제타,2019-05-23,34526950 ,0,4412,27,프랑스,"프랑스,벨기에",찬란
289,쁘띠 아만다,2019-06-27,33091280 ,0,4261,31,프랑스,프랑스,알토미디어(주)
290,바우하우스,2019-08-29,35763378 ,0,4237,15,독일,독일,(주)마노엔터테인먼트
291,타이페이 스토리,2019-11-07,34745420 ,0,4235,23,대만,대만,(주)드림팩트엔터테인먼트
292,파바로티,2020-01-01,31096000 ,0,4231,85,영국,영국,오드
293,체 게바라: 1부 아르헨티나,2019-06-13,29552120 ,0,4182,16,독일,독일,찬란
294,드래곤 빌리지,2019-12-12,27760900 ,0,4160,82,터키,터키,와이드 릴리즈(주)
295,디스트로이어,2019-09-19,33350000 ,0,4080,92,미국,미국,(주)라이크콘텐츠
296,나는 다른 언어로 꿈을 꾼다,2019-03-07,31236910 ,0,4071,21,멕시코,"멕시코,네덜란드",아이 엠
297,부탁 하나만 들어줘,2018-12-12,36045450 ,0,3992,461,미국,미국,(주)팝엔터테인먼트
298,퍼미션,2019-02-27,29192210 ,0,3685,53,미국,미국,(주)에스와이코마드
299,래미의 초특급 시간여행,2019-02-27,27150800 ,0,3610,96,중국,중국,와이드 릴리즈(주)
300,파이널리스트,2019-01-24,28031600 ,0,3599,22,벨기에,벨기에,(주)트리플픽쳐스
301,퍼펙트 스트레인저,2019-10-24,25369280 ,0,3583,83,이탈리아,이탈리아,(주)삼백상회
302,스노우 화이트,2019-10-24,28614880 ,0,3554,77,프랑스,프랑스,(주)팝엔터테인먼트
303,더 캡틴,2019-04-25,26337050 ,0,3525,22,프랑스,"프랑스,독일",(주)드림팩트엔터테인먼트
304,매튜 본의 백조의 호수,2019-10-31,55609000 ,0,3388,15,영국,영국,플러스엠 엔터테인먼트
305,체 게바라: 2부 게릴라,2019-06-13,23799160 ,0,3252,16,독일,독일,찬란
306,트리트 미 라이크 파이어,2019-06-27,23855780 ,0,3147,34,프랑스,프랑스,(주)트리플픽쳐스
307,쿠엔틴 타란티노 8,2019-10-30,22762500 ,0,3093,21,미국,미국,(주)누리픽쳐스
308,언더 더 실버레이크,2019-09-19,26557152 ,0,3016,33,미국,미국,(주)팝엔터테인먼트
309,하이 라이프,2019-10-30,24500580 ,0,2978,28,영국,"영국,프랑스,독일",(주)올스타엔터테인먼트
310,우리는 언제나 성에 살았다,2019-07-11,24015480 ,0,2950,27,미국,미국,(주)디스테이션
311,마법안개의 비밀: 황금 보물선을 찾아라,2019-11-14,21145960 ,0,2935,85,에스토니아,"에스토니아,아일랜드,영국,벨기에",와이드 릴리즈(주)
312,아이다,2019-02-02,69960000 ,0,2854,6,미국,미국,(주) 인스터 글로벌
313,산타 앤 컴퍼니,2019-12-12,21524900 ,0,2735,57,프랑스,프랑스,(주)디스테이션
314,닥치고 피아노!,2019-06-06,23332730 ,0,2706,22,독일,"독일,영국",(주)엣나인필름
315,우리들의 완벽한 세계,2019-04-04,21382080 ,0,2704,38,일본,일본,(주)디스테이션
316,베카신!,2019-04-25,19910210 ,0,2666,16,프랑스,프랑스,(주)마노엔터테인먼트
317,하나 빼고 완벽한 뉴욕 아파트,2018-12-27,22359500 ,0,2625,37,미국,미국,판씨네마(주)
318,텔 잇 투 더 비즈,2019-10-31,21144480 ,0,2433,22,영국,영국,(주)라이크콘텐츠
319,12번째 솔저,2019-04-11,17777000 ,0,2427,44,노르웨이,노르웨이,(주)엣나인필름
320,피아니스트의 전설,2020-01-01,20149000 ,0,2352,69,이탈리아,이탈리아,"일미디어,(주)라이크콘텐츠"
321,라 트라비아타,2019-07-09,56084650 ,0,2339,6,미국,미국,(주) 인스터 글로벌
322,나는 예수님이 싫다,2019-08-08,19391780 ,0,2295,22,일본,일본,"(주)싸이더스,(주)삼백상회"
323,어느 가족,2018-07-26,18384000 ,0,2267,126,일본,일본,(주)티캐스트
324,더 서치,2019-01-17,17034200 ,0,2230,17,프랑스,프랑스,(주)영화사오원
325,에이프릴의 딸,2019-05-09,17777860 ,0,2178,24,멕시코,멕시코,(주)엣나인필름
326,여배우들의 티타임,2019-10-10,17149160 ,0,2131,22,영국,영국,(주)영화사오원
327,크리미널 게임: 보석 사기단,2019-01-23,16964760 ,0,2065,92,캐나다,캐나다,와이드 릴리즈(주)
328,행맨,2019-01-23,14972890 ,0,1860,63,미국,미국,(주)박수엔터테인먼트
329,삼손과 데릴라,2019-04-02,42219500 ,0,1849,6,미국,미국,(주) 인스터 글로벌
330,와인스타인,2019-09-26,13933500 ,0,1844,47,미국,미국,(주)영화특별시에스엠씨
331,영 피카소,2019-05-30,18302000 ,0,1810,17,영국,영국,메가박스중앙(주)
332,마술피리,2019-04-28,42357000 ,0,1808,6,독일,독일,(주)케빈앤컴퍼니
333,로지,2019-05-16,13212110 ,0,1793,25,아일랜드,아일랜드,(주)박수엔터테인먼트
334,그녀들을 도와줘,2019-07-25,13862500 ,0,1712,20,미국,미국,(주)영화사오원
334,토막살인범의 고백,2019-10-17,13523000 ,0,1712,60,독일,독일,(주)다자인소프트
336,레인보우: 나의 사랑,2019-01-03,12440350 ,0,1656,20,이탈리아,"이탈리아,프랑스",(주)마노엔터테인먼트
337,"두 번째 여름, 두 번 다시 만날 수 없는 너",2019-01-23,14298850 ,0,1629,31,일본,일본,"(주)브리즈픽처스,(주)영화사오원"
338,평일 오후 3시의 연인,2019-06-13,14010980 ,0,1589,20,일본,일본,(주)팝엔터테인먼트
339,카르멘,2019-09-14,37284500 ,0,1574,6,미국,미국,(주) 인스터 글로벌
340,10년,2019-12-12,14203700 ,0,1570,16,일본,일본,(주)디오시네마
341,코끼리는 그곳에 있어,2019-11-21,20161400 ,0,1561,12,중국,중국,아이 엠
342,더 파티,2018-12-20,10713100 ,0,1422,32,영국,영국,(주)라이크콘텐츠
343,샐린저,2019-12-12,10379180 ,0,1350,21,미국,미국,판씨네마(주)
344,엔젤페이스,2019-03-14,10256400 ,0,1336,20,프랑스,프랑스,(주)트리플픽쳐스
345,더 빌리지,2019-11-07,12057380 ,0,1308,26,기타,기타,(주)디오시네마
346,토스카,2019-11-17,27144000 ,0,1284,6,독일,독일,(주)케빈앤컴퍼니
347,메리 셸리: 프랑켄슈타인의 탄생,2018-12-20,10551050 ,0,1279,37,미국,"미국,영국",(주)팝엔터테인먼트
348,위!,2019-11-28,9973280 ,0,1278,5,네덜란드,네덜란드,(주)미로스페이스
349,이스케이프 플랜 3,2019-09-04,6566000 ,0,1276,50,중국,중국,(주)누리픽쳐스
350,도우터 오브 마인,2019-04-25,8692460 ,0,1245,14,이탈리아,이탈리아,주식회사 씨네룩스
351,벤트: 마약의 도시,2019-07-12,6204000 ,0,1240,50,미국,"미국,스페인",노바엔터테인먼트
352,열여섯의 봄,2019-11-07,9949980 ,0,1237,15,중국,중국,(주)디스테이션
353,갈매기,2018-12-13,9084700 ,0,1168,43,미국,미국,(주)뮤제엔터테인먼트
354,캡티브 스테이트,2019-11-14,9214920 ,0,1131,50,미국,미국,CGV아트하우스
355,스페이드의 여왕,2019-02-03,26039000 ,0,1124,6,독일,독일,(주)케빈앤컴퍼니
356,마탄의 사수,2019-09-01,25941000 ,0,1101,6,독일,독일,(주)케빈앤컴퍼니
357,아메리카 뮤직&와일드,2019-04-24,8124050 ,0,1074,9,미국,미국,(주)박수엔터테인먼트
358,비블리아 고서당 사건수첩,2019-06-20,9168340 ,0,1059,14,일본,일본,(주)영화사오원
359,체인지오버,2019-09-26,9455760 ,0,1035,10,뉴질랜드,뉴질랜드,(주)디오시네마
360,모털 엔진,2018-12-05,5127000 ,0,1025,661,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
361,아이 엠 브리딩,2019-12-19,7285600 ,0,1017,12,영국,영국,독포레스트
362,알제리의 이탈리아 여인,2019-03-17,23959500 ,0,1013,6,독일,독일,(주)케빈앤컴퍼니
363,발리: 천상의 울림,2019-04-15,10383700 ,0,1000,11,미국,미국,"롯데컬처웍스(주)롯데엔터테인먼트,(주)영화사 그램"
364,매니페스토,2019-08-01,7811100 ,0,975,4,독일,독일,찬란
365,라 파미에,2019-12-12,6601280 ,0,951,16,프랑스,프랑스,(주)에스와이코마드
366,서부의 아가씨,2019-05-14,21378000 ,0,937,6,미국,미국,(주) 인스터 글로벌
367,필그리미지,2019-04-11,6472950 ,0,879,20,아일랜드,"아일랜드,벨기에,미국",노바엔터테인먼트
368,험악한 꿈,2019-02-14,6724000 ,0,850,41,미국,미국,판씨네마(주)
369,너의 목소리,2019-05-23,6613380 ,0,846,43,일본,일본,(주)영화사 진진
370,퍼펙트 타겟,2019-06-20,5974900 ,0,808,16,프랑스,프랑스,(주)라이크콘텐츠
371,하우스 오브 투모로우,2019-06-20,6262700 ,0,798,21,미국,미국,(주)스톰픽쳐스코리아
372,람메르무어의 루치아,2019-10-13,17775000 ,0,776,6,독일,독일,(주)케빈앤컴퍼니
372,늑대의 아이들,2019-11-14,5407100 ,0,776,12,폴란드,폴란드,노바엔터테인먼트
374,타오르는 여인의 초상,2020-01-16,6320000 ,0,769,120,프랑스,프랑스,"그린나래미디어(주),(주)홈초이스"
375,인 디 아일,2018-11-22,6691000 ,0,768,11,독일,독일,M&M 인터내셔널
376,허비 행콕: 무한한 가능성,2019-02-21,5328250 ,0,762,11,미국,미국,(주)에스와이코마드
377,디아블로: 분노의 질주,2019-11-13,3396000 ,0,718,20,폴란드,폴란드,주식회사 디에스이이디
378,헬로우 평양,2019-09-26,4986140 ,0,702,12,독일,독일,(주)다자인소프트
379,인비저블 위트니스,2019-08-28,5229360 ,0,662,13,이탈리아,이탈리아,이언픽쳐스
380,스타워즈: 라이즈 오브 스카이워커,2020-01-08,8112000 ,0,624,957,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
381,연대의 딸,2019-11-09,14119500 ,0,616,6,미국,미국,(주) 인스터 글로벌
382,이 멋진 세계에 축복을! 붉은 전설,2020-02-06,6248000 ,0,568,57,일본,일본,(주)애니플러스
383,캘리포니아 타이프라이터,2019-07-25,3815000 ,0,549,1,미국,"미국,캐나다,프랑스,인도",찬란
384,리틀 큐,2020-01-09,4798000 ,0,547,37,홍콩,홍콩,(주)미로스페이스
385,사이코패스 시너스 오브 더 시스템 케이스1: 죄와 벌,2019-10-26,2710000 ,0,542,2,일본,일본,(주)애니플러스
385,사이코패스 시너스 오브 더 시스템 케이스2: 퍼스트 가디언,2019-10-26,2710000 ,0,542,2,일본,일본,(주)애니플러스
387,카메라를 멈추면 안 돼! 스핀오프 할리우드 대작전!,2019-11-14,4141200 ,0,539,10,일본,일본,(주)디오시네마
388,봄은 온다,2019-03-14,4407500 ,0,530,17,일본,일본,CGV아트하우스
389,배신자,2019-11-21,1685000 ,0,521,5,이탈리아,이탈리아,(주)피터팬픽쳐스
390,아드리아나 르쿠브뢰르,2019-08-31,11446500 ,0,502,6,미국,미국,(주) 인스터 글로벌
391,헌터 킬러,2018-12-06,3238000 ,0,431,226,미국,미국,(주)키다리이엔티
392,빛이 있으라,2019-11-07,2198000 ,0,423,15,미국,미국,(주)영화사오원
393,블랙 47,2019-06-13,2889300 ,0,417,9,아일랜드,아일랜드,(주)라이크콘텐츠
394,토마스와 친구들: 우정의 대모험,2018-12-13,2080000 ,0,416,196,영국,영국,와이드 릴리즈(주)
395,스마트폰을 떨어뜨렸을 뿐인데,2019-04-04,3014000 ,0,414,3,일본,일본,(주)얼리버드픽쳐스
396,팔스타프,2019-06-16,9174000 ,0,403,6,독일,독일,(주)케빈앤컴퍼니
396,마니,2019-06-29,9460500 ,0,403,6,미국,미국,(주) 인스터 글로벌
398,아빠는 딸,2019-09-05,2758500 ,0,387,6,베트남,베트남,롯데컬처웍스(주)롯데엔터테인먼트
399,올라프 백작,2019-04-18,4797000 ,0,386,5,러시아,러시아,(주)비프로
400,버스데이 원더랜드,2019-10-24,3034160 ,0,383,26,일본,일본,(주)애니플러스
401,차일드 인 타임,2020-01-09,2422000 ,0,362,75,영국,영국,(주)팝엔터테인먼트
402,블루스 인 인디아,2019-08-21,1205700 ,0,338,5,미국,미국,(주)티앤엘엔터테인먼트
403,다잉,2018-12-27,1005700 ,0,319,6,스페인,스페인,(주)더블앤조이픽쳐스
404,욜로 유 온리 리브 원스,2019-02-28,1181700 ,0,297,6,아르헨티나,"아르헨티나,스페인",(주)더블앤조이픽쳐스
405,걸즈 앤 판처 제​ 63회 전차도 전국 고교생 대회,2020-04-09,3168000 ,0,288,11,일본,일본,"주식회사 온 피크,(주)다날엔터테인먼트"
406,본 투 드라이브,2019-12-12,2043000 ,0,283,4,노르웨이,노르웨이,썬택엔터테인먼트 주식회사
407,신의 은총으로,2020-01-16,1853000 ,0,266,41,프랑스,프랑스,찬란
408,썩시드,2020-01-09,2074000 ,0,254,12,태국,태국,주식회사 슈아픽처스
409,파라노말 기생충,2019-03-10,1184000 ,0,245,20,일본,일본,주식회사 루믹스미디어
409,파리 에듀케이션,2019-07-25,2128500 ,0,245,1,프랑스,프랑스,찬란
411,원초적 관계,2019-02-21,1183000 ,0,244,19,일본,일본,(유)조이앤시네마
411,투명섹스와 그녀의 블랙홀,2019-02-21,1183000 ,0,244,19,일본,일본,(유)조이앤시네마
411,맛색녀의 성적유희,2019-02-07,1179000 ,0,244,19,일본,일본,(유)조이앤시네마
411,감금의 정사,2019-03-07,1183000 ,0,244,20,일본,일본,(유)조이앤시네마
411,에로 킬러 에리카,2019-01-24,1183000 ,0,244,20,일본,일본,(유)조이앤시네마
416,에로 킬러 마리아,2019-01-31,1178000 ,0,243,19,일본,일본,(유)조이앤시네마
416,그녀의 섹스테크닉,2019-02-07,1178000 ,0,243,19,일본,일본,(유)조이앤시네마
418,스마트 체이스,2019-04-18,1554700 ,0,230,10,중국,중국,이언픽쳐스
419,아이아이 가사: 다시 만난 그날,2019-05-30,1495000 ,0,216,3,일본,일본,(주)드림팩트엔터테인먼트
420,기도의 힘,2020-04-09,1400000 ,0,200,69,미국,미국,주식회사 더쿱
421,디어스킨,2020-01-01,1485000 ,0,189,15,프랑스,프랑스,M&M 인터내셔널
422,부다페스트 로큰롤,2018-12-20,1208000 ,0,187,7,헝가리,헝가리,알토미디어(주)
423,"베를린, 아이 러브 유",2019-12-04,1389900 ,0,166,5,독일,독일,(주)영화사 안다미로
423,모어 댄 블루,2018-12-12,1452000 ,0,166,132,대만,대만,오드
425,에릭 클랩튼: 기타의 신,2020-01-23,1166000 ,0,160,28,영국,영국,(주)영화사 진진
426,소림쿵푸: 마지막 대결,2019-12-30,718000 ,0,157,5,중국,중국,(주)소나무픽쳐스
427,21 브릿지: 테러 셧다운,2020-01-01,1661000 ,0,151,228,미국,미국,"(주)드림팩트엔터테인먼트,(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온"
428,그날은 오리라,2019-12-12,746200 ,0,136,3,중국,중국,(주)씨맥스이앤씨
429,온다,2020-03-26,1154000 ,0,124,163,일본,일본,(주)트리플픽쳐스
430,카잔자키스,2020-01-30,719000 ,0,123,21,기타,기타,(주)마노엔터테인먼트
431,데들리 스틸,2019-03-14,720000 ,0,120,5,러시아,러시아,(주)에이원엔터테인먼트
431,하일슈타텐,2019-03-14,720000 ,0,120,5,독일,독일,(주)에이원엔터테인먼트
433,미라클 문 페스티벌 츠키우타. 버추얼 라이브 2019 사계 딜레이 뷰잉 ~가을 버전~,2019-12-22,3510000 ,0,117,1,일본,일본,
434,미라클 문 페스티벌 츠키우타. 버추얼 라이브 2019 사계 딜레이 뷰잉 ~겨울 버전~,2019-12-22,3479000 ,0,116,1,일본,일본,
435,400: 제국의 부활,2019-07-04,256000 ,0,115,5,태국,태국,(주)케이티알파
436,스크림: 허수아비의 저주,2019-10-02,543000 ,0,101,5,영국,영국,(주)소나무픽쳐스
437,미라클 문 페스티벌 츠키우타. 버추얼 라이브 2019 사계 딜레이 뷰잉 ~봄 버전~,2019-12-21,3000000 ,0,100,1,일본,일본,
438,소림사: 무림퇴마전,2019-12-09,516000 ,0,99,5,중국,중국,(주)소나무픽쳐스
439,슈윙! 블루 노트 레코드 스토리,2020-03-19,380000 ,0,95,2,독일,독일,(주)에스와이코마드
439,엘리엇과 산타 썰매단,2018-12-12,485000 ,0,95,335,캐나다,캐나다,(주)팝엔터테인먼트
441,앳 퍼스트 라이트,2019-09-25,650700 ,0,89,8,캐나다,캐나다,이언픽쳐스
442,컨저링 맨션,2019-08-13,459000 ,0,88,5,영국,영국,(주)소나무픽쳐스
443,미라클 문 페스티벌 츠키우타. 버추얼 라이브 2019 사계 딜레이 뷰잉 ~여름 버전~,2019-12-21,2541000 ,0,85,1,일본,일본,
444,카메라를 멈추면 안 돼!,2018-08-23,747000 ,0,84,57,일본,일본,"(주)디오시네마,(주)영화사 그램"
444,마피아,2019-03-14,403000 ,0,84,5,러시아,러시아,(주)소나무픽쳐스
446,48시간: 지구 최후의 날,2019-08-01,429000 ,0,83,4,러시아,러시아,(주)소나무픽쳐스
447,침입자,2019-09-10,417000 ,0,81,4,영국,영국,(주)소나무픽쳐스
448,8년 전쟁: 이란 vs 이라크,2019-04-25,415000 ,0,80,5,이란,이란,(주)소나무픽쳐스
449,탱크: 무적의 T34,2019-03-28,400000 ,0,78,5,러시아,러시아,(주)소나무픽쳐스
450,타샤 튜더,2018-09-13,616000 ,0,77,28,일본,일본,(주)마노엔터테인먼트
451,사마에게,2020-01-23,601000 ,0,72,75,영국,영국,(주)엣나인필름
452,액츠 오브 바이올런스,2019-07-15,403000 ,0,71,20,미국,미국,(주)누리픽쳐스
453,데스티네이션 웨딩,2018-12-13,413000 ,0,67,85,미국,미국,(주)유로커뮤니케이션
454,백년의 기억,2020-06-11,335600 ,0,63,2,프랑스,프랑스,"전국예술영화관협회,에무 시네마 앤 카페"
455,작전명 아이다호,2019-08-22,300000 ,0,60,1,미국,미국,(주)제이에이와이이엔터테인먼트
455,핌트,2019-05-29,300000 ,0,60,1,호주,호주,(주)제이에이와이이엔터테인먼트
455,할로우 포인트,2019-12-19,300000 ,0,60,1,미국,미국,(주)제이에이와이이엔터테인먼트
455,암드,2019-04-26,300000 ,0,60,1,미국,미국,(주)제이에이와이이엔터테인먼트
455,엑스터시 다이어리,2019-06-27,300000 ,0,60,1,독일,독일,찬란
455,테이크 다운,2019-07-25,300000 ,0,60,1,영국,영국,(주)제이에이와이이엔터테인먼트
455,익스페트리어트,2019-10-01,300000 ,0,60,1,미국,미국,(주)엔씨미디어
455,쎈서,2019-08-29,300000 ,0,60,1,러시아,러시아,(주)제이에이와이이엔터테인먼트
455,맘,2019-10-05,120000 ,0,60,1,인도,인도,(주)넥스트엔터테인먼트월드(NEW)
455,파이널 샷,2019-08-09,300000 ,0,60,1,미국,미국,(주)엔씨미디어
455,상사의 아내 무삭제판,2019-10-29,300000 ,0,60,1,일본,일본,(주)라온컴퍼니플러스
455,더티 워크,2019-12-19,300000 ,0,60,1,영국,영국,(주)제이에이와이이엔터테인먼트
455,샤론1.2.3.,2019-05-17,300000 ,0,60,1,미국,미국,(주)엔씨미디어
455,미드나잇 쇼타임,2019-09-18,300000 ,0,60,1,캐나다,캐나다,(주)제이에이와이이엔터테인먼트
455,바디 오브 씬,2019-10-15,300000 ,0,60,1,미국,미국,(주)엔씨미디어
455,다시만난 동창,2019-12-23,300000 ,0,60,1,일본,일본,(주)라온컴퍼니플러스
455,배틀 드론,2019-01-03,300000 ,0,60,1,미국,미국,(주)제이에이와이이엔터테인먼트
455,능욕의 간병인 무삭제판,2019-11-05,300000 ,0,60,1,일본,일본,(주)라온컴퍼니플러스
473,카나리해,2019-08-07,270000 ,0,54,1,미국,미국,(주)티에스앤컴퍼니
473,최후의 전투: 중동 전쟁,2019-07-19,270000 ,0,54,1,이란,이란,(주)소나무픽쳐스
473,쿵푸몬스터: 무림괴수전,2019-07-25,229000 ,0,54,5,중국,중국,위드 라이언 픽쳐스
473,더 디너,2019-08-01,378000 ,0,54,1,미국,미국,그린나래미디어(주)
473,상간녀 살인사건,2019-07-23,270000 ,0,54,1,스페인,스페인,(주)엘케이픽쳐스
478,고골: 악령과의 전쟁,2019-10-17,220000 ,0,51,5,러시아,러시아,하드릴컴퍼니
478,그 누구도 아닌,2020-03-26,472000 ,0,51,74,프랑스,프랑스,그린나래미디어(주)
480,인 더 더스트,2019-10-04,50000 ,0,50,1,프랑스,프랑스,주식회사 씨네룩스
481,인크레더블 손오공,2019-07-18,45000 ,0,45,5,중국,중국,(주)케이알씨지
482,새벽의 약속,2018-11-22,339000 ,0,42,21,프랑스,프랑스,(주)일레븐엔터테인먼트
483,에이브의 쿠킹 다이어리,2020-06-24,287000 ,0,41,0,브라질,브라질,(주)영화사 진진
484,당신이어서 고마워요,2019-05-08,134000 ,0,39,5,일본,일본,(주)인포투스
485,헌팅 오브 힐하우스,2019-09-05,190000 ,0,37,5,미국,미국,위드 라이언 픽쳐스
486,드라큘라: 모로이의 전설,2019-05-23,32000 ,0,32,5,러시아,러시아,(주)키다리이엔티
487,내 완벽한 남사친의 비밀,2019-03-27,53000 ,0,31,5,미국,미국,제인앤유
487,상류클럽,2019-04-18,31000 ,0,31,5,홍콩,홍콩,(주)키다리이엔티
487,컨벤트,2019-07-25,41000 ,0,31,5,영국,영국,(주)이놀미디어
487,종횡강호: 용유검의 전설,2019-07-04,31000 ,0,31,5,중국,중국,레이크엔터테인먼트
487,로스트: 7 킬로미터,2019-08-08,31000 ,0,31,5,스페인,스페인,레이크엔터테인먼트
492,나쁜 녀석들: 포에버,2020-01-15,180000 ,0,30,896,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
493,야수대전,2019-12-05,29000 ,0,29,5,홍콩,홍콩,(유)조이앤시네마
493,더 워닝,2020-05-06,199000 ,0,29,32,스페인,스페인,(주)더블앤조이픽쳐스
495,금의위: 용태자의 난,2019-05-30,27000 ,0,27,5,중국,중국,레이크엔터테인먼트
495,아우슈비츠,2019-06-20,33000 ,0,27,5,영국,영국,주식회사 풍경소리
497,너의 췌장을 먹고 싶어,2018-11-15,239000 ,0,26,319,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
498,비욘드 라인,2019-11-21,37000 ,0,25,5,캐나다,캐나다,주식회사 풍경소리
499,달나라에 사는 여인,2019-12-19,109000 ,0,24,5,프랑스,프랑스,노바엔터테인먼트
500,소녀가 소녀에게,2020-01-09,115000 ,0,23,9,일본,일본,(주)디오시네마
501,더 바이 바이 맨,2019-08-14,79800 ,0,22,5,미국,미국,㈜코리아스크린
501,신영웅문:천년의비밀,2019-12-17,22000 ,0,22,5,중국,중국,아이브엔터테인먼트
